"","EntityId","Symbol","Name","PriceSourceUser","Repno","IssueId","Date1","Date2","LogChange1","LogChange2","Close1","Close2","SplitFactor1","SplitFactor2","Multiplier","VolumeSpike","Recommendation"
"47",317580,"CGQ","Corporacion Grupo Quimico, C.A.","ReutersAndEODData","AD7F8",1,1994-03-17,1994-08-17,0.530628264,-0.567984045,85,85,1,1,1.75,0,"I"
"48",310875,"CHILE","Banco de Chile","ReutersAndEODData","A531A",1,2000-06-22,2000-06-23,-0.562882364,0.5628819,13.1,23,1.12882566,1.12882566,1.75,0.1,"F"
"49",1011124,"CIRFP","Continental Airl Fin","YahooAndEODData","",NA,2008-10-29,2009-03-02,0.4938143,-0.4489077,34,10,1,1,1.58333333333333,-3.7,"I"
"50",1074564,"CNAB","United Cannabis Corp.","YahooAndEODData","",NA,2014-02-27,2014-03-07,-0.505094945,0.557118833,0.35,7,16,16,1.70833333333333,-1.8,"I"
"51",1074564,"CNAB","United Cannabis Corp.","YahooAndEODData","",NA,2014-02-27,2014-03-18,-0.505094945,0.427937955,0.35,13.5,16,16,1.58333333333333,-3.1,"I"
"52",1074564,"CNAB","United Cannabis Corp.","YahooAndEODData","",NA,2014-02-27,2014-03-25,-0.505094945,0.6016856,0.35,7.1,16,4,1.75,-3.3,"I"
"53",1074564,"CNAB","United Cannabis Corp.","YahooAndEODData","",NA,2013-11-15,2014-03-26,-1.38629436,1.38629436,0.00107421877,7.1,16,1,4,-5.7,"I"
"54",306833,"COIB","Computerized Thermal","ReutersAndEODData","A1FE9",1,2000-08-02,2001-01-02,-0.422559857,0.459532142,3.625,2.375,1,1,1.54166666666667,0.1,"I"
"55",1092607,"CR4.L","CORE VCT IV PLC ORD GBP0.0001","YahooAndEODData","",NA,2012-07-30,2012-08-02,-0.419765621,0.523106337,800.7353,1960.02185,1,1,1.58333333333333,0,"M"
"56",1092607,"CR4.L","CORE VCT IV PLC ORD GBP0.0001","YahooAndEODData","",NA,2012-08-02,2012-08-03,0.523106337,-0.475414872,1960.02185,1218.40271,1,1,1.66666666666667,0,"M"
"57",1101400,"CRE.L","Creston plc","YahooAndEODData","A338D",1,2000-01-14,2000-04-17,-0.3215875,0.40177995,161.446,130.107,1,1,1.41666666666667,-1.2,"M"
"58",311189,"CTC-B","Telefonica Chile SA","ReutersAndEODData","A5AFC",2,1997-11-24,1997-11-26,-0.816502452,0.7419373,1000,2100,1,1,2.16666666666667,-6.7,"I"
"59",1035900,"CYGXL","Citigroup Inc.","YahooAndEODData","",NA,2014-04-04,2014-04-07,-2.29600286,2.30002165,93.74,935,1,1,10,-4,"M"
"60",1099390,"CYS.L","Chrysalis Vct Plc","YahooAndEODData","",NA,2012-07-10,2012-07-23,4.225023,-5.278944,3555.55542,53.3333,1,1,116.666666666667,0,"M"
"61",1164909,"DNLMY","Dunelm Group Plc","YahooAndEODData","",NA,2014-04-15,2014-04-17,-2.29965687,2.30258512,1.71,16.6,1,1,10,0,"F"
"62",295575,"DXLG","Destination XL Group Inc","ReutersAndEODData","26100",1,1987-10-21,1987-11-30,0.3629055,-0.405464619,11.5,4,2.25,2.25,1.45833333333333,-0.1,"I"
"63",322357,"EFU","ProShares UltraShort MSCI EAFE (ETF)","YahooAndEODData","B291F",1,2008-10-13,2008-12-23,-0.392641276,0.468441427,137.08,100.52,0.25,0.25,1.54166666666667,-0.2,"I"
"64",320375,"ENRJ","EnerJex Resources Inc","ReutersAndEODData","B11A2",1,1999-12-06,2000-04-19,-0.434285939,0.470003635,7.125,3,0.0009999999,0.0009999999,1.58333333333333,-4.1,"I"
"65",315940,"ESSBIO-C","Emp. de Servicios Sanitarios del Bio Bio","ReutersAndEODData","ABFD2",3,2008-12-16,2009-04-29,-7.090077,6.991137,0.02,25,1,1,1125,-2.8,"M"
"66",308099,"EXTI","Millenium National Events Inc","ReutersAndEODData","A2503",1,2000-03-21,2000-03-22,-0.6931472,0.77319,1.5,3.25,0.0009999999,0.0009999999,2.08333333333333,-7.7,"I"
"67",1012199,"FNMFO","Fed Natl Mtg Pfd I","YahooAndEODData","",NA,2005-11-09,2006-02-28,-6.90638065,6.90347528,91,97457,1,1,1000,0,"F"
"68",1123803,"FPMC","Flair Petroleum Corp","YahooAndEODData","",NA,1999-10-12,1999-10-13,7.18647146,-6.907744,346876,346.88,2,2,1166.66666666667,0,"M"
"69",1012231,"FREJO","Fed Home Ln Pfd","YahooAndEODData","",NA,2008-07-03,2008-08-01,0.5080632,-0.5080632,NA,18.125,1,1,1.66666666666667,-0.7,"I"
"70",306504,"GOVB","Gouverneur Bancorp, Inc.","ReutersAndEODData","A1E94",1,2011-03-10,2011-07-12,1.0677712,-0.9567195,26.18,10.18,1,1,2.75,-4.2,"M"
"71",306504,"GOVB","Gouverneur Bancorp, Inc.","ReutersAndEODData","A1E94",1,2011-07-13,2011-09-06,0.950283945,-0.9418445,26.33,8.5,1,1,2.58333333333333,-3.3,"I"
"72",306504,"GOVB","Gouverneur Bancorp, Inc.","ReutersAndEODData","A1E94",1,2011-07-13,2011-11-29,0.950283945,-0.866111338,26.33,8.5,1,1,2.5,-4.5,"I"
"73",1148493,"HCM","","Yahoo","",NA,2012-09-03,2012-09-04,-12.2758055,12.2861156,0.09,19500,1.25,1.25,216666.666666667,-0.4,"M"
"74",305550,"HZO","MarineMax, Inc.","ReutersAndEODData","A1ACA",1,2008-11-05,2008-11-18,-0.5007747,0.4367176,1.4,2.6,1,1,1.58333333333333,0.1,"I"
"75",1093483,"IBGM.L","Ishares II Plc","EODData","",NA,2012-07-02,2012-07-31,-4.37355042,4.586621,1.7579,13700,1,1,87.5,0,"M"
"76",306803,"IIJI","Internet Initiative Japan Inc. (ADR)","ReutersAndEODData","A1FC9",1,2000-04-14,2000-04-17,-0.3863436,0.402936578,33,49.375,199.999954,199.999954,1.5,-0.3,"I"
"77",1102112,"IKK.L","INCH KENNETH KAJANG RUBBER PLC 10P","YahooAndEODData","",NA,2010-02-05,2010-02-08,0.4054651,-0.4054651,NA,5,1,1,1.5,0,"M"
"78",315884,"IMUSA","Industrias Metalurgicas Unidas S.A.","ReutersAndEODData","ABEC6",2,2002-06-06,2002-07-04,-1.09213328,1.09313285,3355,10010,1,1,3,-3.5,"F"
"79",306688,"ITAH","ITA Holdings Inc.","ReutersAndEODData","A1F51",1,2000-02-18,2000-04-18,-0.4674756,0.417299449,18.5625,10.625,1,1,1.54166666666667,0.1,"I"
"80",311599,"KCDMY","Kimberly Clark De Me","ReutersAndEODData","A7411",1,2012-04-03,2012-04-04,-1.02509356,0.992157459,12.18,10.95,2.99999976,1,2.75,-0.7,"F"
"81",319234,"KRBF","Kreido Biofuels, Inc.","ReutersAndEODData","AF695",1,2006-11-13,2006-11-28,0.7537718,-0.7765288,17,2.3,9.722001,1,2.16666666666667,-8.2,"I"
"82",319234,"KRBF","Kreido Biofuels, Inc.","ReutersAndEODData","AF695",1,2006-11-28,2006-12-22,-0.7765288,0.798507631,2.3,5,1,1,2.20833333333333,-4.7,"I"
"83",1101801,"LGEN.L","Legal & General Group Plc","YahooAndEODData","A2F46",1,2008-11-07,2008-11-10,0.8050651,-0.747541249,170,80.5,1,1,2.16666666666667,-0.7,"E"
"84",315889,"MANCEMENTO","Manufacturas de Cemento S.A.","ReutersAndEODData","ABEE3",1,2010-03-17,2010-04-16,0.598208368,-0.559615731,31500,18000,1,1,1.79166666666667,-1.7,"M"
"85",307239,"MAXY","Maxygen, Inc.","ReutersAndEODData","A2185",1,2000-01-10,2000-03-20,0.362763584,-0.4155154,82.375,99,1,1,1.45833333333333,-1.3,"I"
"86",297269,"MDT","Medtronic, Inc.","ReutersAndEODData","5897N",1,1989-08-30,1989-08-31,-0.697187364,0.691137135,61.75,61.626,64,32,2,-0.8,"F"
"87",318545,"MFGLQ","MF Global Holdings Ltd","ReutersAndEODData","AEE17",1,2008-06-18,2008-09-19,-0.526789069,0.4409442,7.83,8.75,1,1,1.625,-0.1,"I"
"88",294223,"MKTSQ","Advanced Marketing Services, Inc.","ReutersAndEODData","01122",1,1987-10-20,1987-10-21,-0.435317755,0.435318351,5.5,8.5,17.4374981,17.4374981,1.54166666666667,-0.6,"I"
"89",303660,"MNYG","Mooney Aerospace Group","ReutersAndEODData","A131D",7,2005-02-03,2005-02-28,-0.5108256,0.470003635,3,4,1,1,1.625,-6.7,"I"
"90",303660,"MNYG","Mooney Aerospace Group","ReutersAndEODData","A131D",7,2005-02-28,2005-03-01,0.470003635,-0.430782944,4,2.6,1,1,1.58333333333333,-8.1,"I"
"91",303660,"MNYG","Mooney Aerospace Group","ReutersAndEODData","A131D",7,2005-03-01,2005-03-02,-0.430782944,0.430783242,2.6,4,1,1,1.54166666666667,-6,"I"
"92",306359,"MTEX","Mannatech, Inc.","ReutersAndEODData","A1DFE",1,1999-02-17,1999-02-18,0.344377339,-0.413370758,31.75,21,0.099999994,0.099999994,1.45833333333333,-1.7,"I"
"93",306359,"MTEX","Mannatech, Inc.","ReutersAndEODData","A1DFE",1,1999-02-19,1999-03-31,-0.3617894,0.40920344,14.625,16.75,0.099999994,0.099999994,1.45833333333333,-1.6,"I"
"94",910179,"MTIZ","Aclor International","ManualPriceEntry","",NA,1999-10-05,1999-12-22,0.5596158,-0.6122595,3500,5624,1,1,1.79166666666667,0.1,"I"
"95",314519,"NBH","Neuberger Ber. Intermediate Muni. Fund","YahooAndEODData","AA20D",1,2000-06-22,2000-07-17,2.71922135,-3.15028048,4475.8667,0.8768,1,1,18.75,-1.4,"M"
"96",314519,"NBH","Neuberger Ber. Intermediate Muni. Fund","YahooAndEODData","AA20D",1,2000-07-17,2000-08-15,-3.15028048,2.79693818,0.8768,14482.0439,1,1,19.5833333333333,-1.3,"M"
"97",314519,"NBH","Neuberger Ber. Intermediate Muni. Fund","YahooAndEODData","AA20D",1,2000-06-26,2000-08-23,-1.55800557,1.79553318,931.1373,5826.40771,1,1,5.41666666666667,-1.2,"M"
"98",314519,"NBH","Neuberger Ber. Intermediate Muni. Fund","YahooAndEODData","AA20D",1,2000-09-25,2000-11-16,2.23105264,-2.73672986,52111.02,4828.56543,1,1,12.0833333333333,-1.5,"M"
"99",314519,"NBH","Neuberger Ber. Intermediate Muni. Fund","YahooAndEODData","AA20D",1,2000-09-25,2000-11-22,2.23105264,-2.749674,52111.02,301.6014,1,1,12.0833333333333,-1.5,"M"
"100",314519,"NBH","Neuberger Ber. Intermediate Muni. Fund","YahooAndEODData","AA20D",1,2000-08-18,2000-12-18,0.894997954,-0.9541453,967.4103,654.9218,1,1,2.5,-1.4,"M"
"101",314519,"NBH","Neuberger Ber. Intermediate Muni. Fund","YahooAndEODData","AA20D",1,2001-01-16,2001-02-15,-1.42528546,1.4240576,381.0771,2916.329,1,1,4.16666666666667,-1.1,"M"
"102",317655,"NBVG","NutriPure Beverages Inc","ReutersAndEODData","AD9C8",1,2005-01-27,2005-05-20,-0.9162907,1.04731894,0.06,2.85,6.66669875e-09,6.66669875e-09,2.66666666666667,-8.9,"I"
"103",317655,"NBVG","NutriPure Beverages Inc","ReutersAndEODData","AD9C8",1,2005-06-07,2005-07-22,0.3684539,-0.42227152,3.05,2.95,6.66669875e-09,6.66669875e-09,1.5,-9.5,"I"
"104",317655,"NBVG","NutriPure Beverages Inc","ReutersAndEODData","AD9C8",1,2005-07-22,2005-07-26,-0.42227152,0.4222724,2.95,4.5,6.66669875e-09,6.66669875e-09,1.54166666666667,-8.3,"I"
"105",317655,"NBVG","NutriPure Beverages Inc","ReutersAndEODData","AD9C8",1,2005-02-28,2005-07-29,0.78015846,-0.704198062,0.0024,2.25,6.66669875e-09,6.66669875e-09,2.08333333333333,-11.3,"I"
"106",317655,"NBVG","NutriPure Beverages Inc","ReutersAndEODData","AD9C8",1,2005-06-21,2005-08-25,-1.02629256,1.01807344,2.15,7.75,6.66669875e-09,6.66669875e-09,2.79166666666667,-11.3,"I"
"107",317655,"NBVG","NutriPure Beverages Inc","ReutersAndEODData","AD9C8",1,2005-07-29,2005-10-04,-0.704198062,0.745332956,2.25,5.9,6.66669875e-09,6.66669875e-09,2.08333333333333,-8.8,"I"
"108",317655,"NBVG","NutriPure Beverages Inc","ReutersAndEODData","AD9C8",1,2005-10-04,2005-10-20,0.745332956,-0.7453335,5.9,2.8,6.66669875e-09,6.66669875e-09,2.125,-9.6,"I"
"109",317655,"NBVG","NutriPure Beverages Inc","ReutersAndEODData","AD9C8",1,2005-10-20,2006-02-23,-0.7453335,0.6931472,2.8,3,6.66669875e-09,6.66669875e-09,2.04166666666667,-11.2,"I"
"110",317655,"NBVG","NutriPure Beverages Inc","ReutersAndEODData","AD9C8",1,2006-02-23,2006-05-12,0.6931472,-0.8292785,3,0.24,6.66669875e-09,6.66669875e-09,2.125,-4,"I"
"111",1094242,"NCEA.L","New City Energy Limited","EODData","",NA,2009-02-05,2009-04-21,-0.6491469,0.5726765,1.51,18.0625,1,1,1.83333333333333,-3,"I"
"112",311107,"NCT","Newcastle Investment Corp.","ReutersAndEODData","A598B",1,2008-11-07,2008-11-10,0.381992459,-0.41173467,4,2.65,1.19,1.19,1.5,0.4,"I"
"113",308243,"NEI","Network Engines, Inc.","ReutersAndEODData","A2598",1,2000-12-29,2001-01-02,0.5671065,-0.6073805,4.1875,2.28125,1,1,1.79166666666667,-0.6,"I"
"114",303914,"NEWCQ","New Century Financial Corporation (REIT)","ReutersAndEODData","A1434",1,1998-10-05,1998-10-15,-0.353639573,0.4205028,4.125,8.375,1.49999988,1.49999988,1.45833333333333,0.4,"I"
