EntityId,Symbol,Name,PriceSourceUser,Repno,IssueId,Date1,Date2,LogChange1,LogChange2,Close1,Close2,SplitFactor1,SplitFactor2,Multiplier,VolumeSpike
297269,MDT,"Medtronic, Inc.",ReutersAndEODData,5897N,1,8/30/1989,8/31/1989,-0.697187364,0.691137135,61.75,61.626,64,32,2,-0.8
318545,MFGLQ,MF Global Holdings Ltd,ReutersAndEODData,AEE17,1,6/18/2008,9/19/2008,-0.526789069,0.4409442,7.83,8.75,1,1,1.625,-0.1
294223,MKTSQ,"Advanced Marketing Services, Inc.",ReutersAndEODData,01122,1,10/20/1987,10/21/1987,-0.435317755,0.435318351,5.5,8.5,17.4374981,17.4374981,1.5416666666666667,-0.6
303660,MNYG,Mooney Aerospace Group,ReutersAndEODData,A131D,7,2/3/2005,2/28/2005,-0.5108256,0.470003635,3,4,1,1,1.625,-6.7
303660,MNYG,Mooney Aerospace Group,ReutersAndEODData,A131D,7,2/28/2005,3/1/2005,0.470003635,-0.430782944,4,2.6,1,1,1.5833333333333333,-8.1
303660,MNYG,Mooney Aerospace Group,ReutersAndEODData,A131D,7,3/1/2005,3/2/2005,-0.430782944,0.430783242,2.6,4,1,1,1.5416666666666667,-6
306359,MTEX,"Mannatech, Inc.",ReutersAndEODData,A1DFE,1,2/17/1999,2/18/1999,0.344377339,-0.413370758,31.75,21,0.099999994,0.099999994,1.4583333333333333,-1.7
306359,MTEX,"Mannatech, Inc.",ReutersAndEODData,A1DFE,1,2/19/1999,3/31/1999,-0.3617894,0.40920344,14.625,16.75,0.099999994,0.099999994,1.4583333333333333,-1.6
910179,MTIZ,Aclor International,ManualPriceEntry,,,10/5/1999,12/22/1999,0.5596158,-0.6122595,3500,5624,1,1,1.7916666666666667,0.1
314519,NBH,Neuberger Ber. Intermediate Muni. Fund,YahooAndEODData,AA20D,1,6/22/2000,7/17/2000,2.71922135,-3.15028048,4475.8667,0.8768,1,1,18.75,-1.4
