EntityId,Symbol,Name,PriceSourceUser,Repno,IssueId,Date1,Date2,LogChange1,LogChange2,Close1,Close2,SplitFactor1,SplitFactor2,Multiplier,VolumeSpike
314519,NBH,Neuberger Ber. Intermediate Muni. Fund,YahooAndEODData,AA20D,1,7/17/2000,8/15/2000,-3.15028048,2.79693818,0.8768,14482.0439,1,1,19.583333333333332,-1.3
314519,NBH,Neuberger Ber. Intermediate Muni. Fund,YahooAndEODData,AA20D,1,6/26/2000,8/23/2000,-1.55800557,1.79553318,931.1373,5826.40771,1,1,5.416666666666667,-1.2
314519,NBH,Neuberger Ber. Intermediate Muni. Fund,YahooAndEODData,AA20D,1,9/25/2000,11/16/2000,2.23105264,-2.73672986,52111.02,4828.56543,1,1,12.083333333333334,-1.5
314519,NBH,Neuberger Ber. Intermediate Muni. Fund,YahooAndEODData,AA20D,1,9/25/2000,11/22/2000,2.23105264,-2.749674,52111.02,301.6014,1,1,12.083333333333334,-1.5
314519,NBH,Neuberger Ber. Intermediate Muni. Fund,YahooAndEODData,AA20D,1,8/18/2000,12/18/2000,0.894997954,-0.9541453,967.4103,654.9218,1,1,2.5,-1.4
314519,NBH,Neuberger Ber. Intermediate Muni. Fund,YahooAndEODData,AA20D,1,1/16/2001,2/15/2001,-1.42528546,1.4240576,381.0771,2916.329,1,1,4.166666666666667,-1.1
317655,NBVG,NutriPure Beverages Inc,ReutersAndEODData,AD9C8,1,1/27/2005,5/20/2005,-0.9162907,1.04731894,0.06,2.85,6.66669875E-09,6.66669875E-09,2.6666666666666665,-8.9
317655,NBVG,NutriPure Beverages Inc,ReutersAndEODData,AD9C8,1,6/7/2005,7/22/2005,0.3684539,-0.42227152,3.05,2.95,6.66669875E-09,6.66669875E-09,1.5,-9.5
317655,NBVG,NutriPure Beverages Inc,ReutersAndEODData,AD9C8,1,7/22/2005,7/26/2005,-0.42227152,0.4222724,2.95,4.5,6.66669875E-09,6.66669875E-09,1.5416666666666667,-8.3
317655,NBVG,NutriPure Beverages Inc,ReutersAndEODData,AD9C8,1,2/28/2005,7/29/2005,0.78015846,-0.704198062,0.0024,2.25,6.66669875E-09,6.66669875E-09,2.0833333333333335,-11.3
317655,NBVG,NutriPure Beverages Inc,ReutersAndEODData,AD9C8,1,6/21/2005,8/25/2005,-1.02629256,1.01807344,2.15,7.75,6.66669875E-09,6.66669875E-09,2.7916666666666665,-11.3
317655,NBVG,NutriPure Beverages Inc,ReutersAndEODData,AD9C8,1,7/29/2005,10/4/2005,-0.704198062,0.745332956,2.25,5.9,6.66669875E-09,6.66669875E-09,2.0833333333333335,-8.8
317655,NBVG,NutriPure Beverages Inc,ReutersAndEODData,AD9C8,1,10/4/2005,10/20/2005,0.745332956,-0.7453335,5.9,2.8,6.66669875E-09,6.66669875E-09,2.125,-9.6
317655,NBVG,NutriPure Beverages Inc,ReutersAndEODData,AD9C8,1,10/20/2005,2/23/2006,-0.7453335,0.6931472,2.8,3,6.66669875E-09,6.66669875E-09,2.0416666666666665,-11.2
317655,NBVG,NutriPure Beverages Inc,ReutersAndEODData,AD9C8,1,2/23/2006,5/12/2006,0.6931472,-0.8292785,3,0.24,6.66669875E-09,6.66669875E-09,2.125,-4
1094242,NCEA.L,New City Energy Limited,EODData,,,2/5/2009,4/21/2009,-0.6491469,0.5726765,1.51,18.0625,1,1,1.8333333333333333,-3
311107,NCT,Newcastle Investment Corp.,ReutersAndEODData,A598B,1,11/7/2008,11/10/2008,0.381992459,-0.41173467,4,2.65,1.19,1.19,1.5,0.4
308243,NEI,"Network Engines, Inc.",ReutersAndEODData,A2598,1,12/29/2000,1/2/2001,0.5671065,-0.6073805,4.1875,2.28125,1,1,1.7916666666666667,-0.6
303914,NEWCQ,New Century Financial Corporation (REIT),ReutersAndEODData,A1434,1,10/5/1998,10/15/1998,-0.353639573,0.4205028,4.125,8.375,1.49999988,1.49999988,1.4583333333333333,0.4
1112400,NEX,,Yahoo,,,4/25/2012,4/26/2012,0.443472236,-0.4326039,195.34,126.74,1,1,1.5416666666666667,-0.1
1112400,NEX,,Yahoo,,,4/3/2013,4/4/2013,0.4108291,-0.421228051,195.34,128.19,1,1,1.5,0.1
315375,NILSY,GMK Noril''skiy nikel'' OAO,ReutersAndEODData,AB0F3,1,9/19/2008,10/6/2008,0.435574561,-0.420503646,17.7,6.6,1,1,1.5416666666666667,0.4
310599,NT.TO,Nortel Networks Corporation,ReutersAndEODData,A4D82,1,5/6/1987,5/26/1987,-0.7114963,0.726885259,27,26.375,1.5999999,0.799999952,2.0416666666666665,-0.2
308637,NVTL,Novatel Wireless Inc,ReutersAndEODData,A2766,1,12/1/2000,3/7/2001,-0.439511657,0.5108258,9.625,6.875,0.0669999942,0.0669999942,1.625,-1.4
308637,NVTL,Novatel Wireless Inc,ReutersAndEODData,A2766,1,3/7/2001,3/29/2001,0.5108258,-0.599890053,6.875,2.28125,0.0669999942,0.0669999942,1.75,-0.8
306896,NWKC,Network Commerce Inc.,ReutersAndEODData,A2027,1,4/12/2000,4/20/2000,-0.3389754,0.4054651,7.125,7.5,0.0669999942,0.0669999942,1.4583333333333333,-0.7
310509,NXY.TO,Nexen Inc.,ReutersAndEODData,A4BBC,1,9/23/1987,10/6/1987,-0.6931472,0.7054173,19.5,20.5,16,8,2,-1.3
308351,OPNT,"OPNET Technologies, Inc.",ReutersAndEODData,A2609,1,10/13/2000,12/20/2000,0.430783242,-0.471422285,30,11,1,1,1.5833333333333333,-0.9
1170821,PAHC,Phibro Animal Health Corp,YahooAndEODData,,,4/15/2014,4/17/2014,-2.33118463,2.285258,1.62,16.02,1,1,10,-3.3
1177977,PIMZ,Pimi Agro Cleantech,YahooAndEODData,,,4/23/2014,5/9/2014,-3.86323285,3.86323285,,50,1,1,45.833333333333336,-4.8
316457,PTN,Protinal C.A.,ReutersAndEODData,AC807,1,7/4/2007,12/26/2007,0.333144575,-0.405464619,150,100,1,1,1.4583333333333333,-2.7
315794,RIOCLARO,Cementos Rioclaro S.A.,ReutersAndEODData,ABC55,1,6/9/2005,6/22/2005,-0.456922382,0.409338266,5970,11640,1,1,1.5416666666666667,0
307617,RVSN,RADVISION LTD. (USA),ReutersAndEODData,A230E,1,4/14/2000,4/18/2000,-0.3435895,0.418710321,25,38,1,1,1.4583333333333333,-2.5
315871,SANTANDER,Banco CorpBanca Colombia SA,ReutersAndEODData,ABE77,1,10/3/2005,10/5/2005,-0.5191938,0.5091438,1190,1980,1,1,1.6666666666666667,-2.5
315871,SANTANDER,Banco CorpBanca Colombia SA,ReutersAndEODData,ABE77,1,10/5/2005,11/16/2005,0.5091438,-0.5875465,1980,928,1,1,1.75,-2.8
1094709,SB82.L,societe generale acceptance nv call wts 15/9/06aal,ManualPriceEntry,,,1/20/2009,4/6/2009,0.400846153,-0.43403846,81,32.2,1,1,1.5,-1.6
1094723,SBSB.L,Skipton Building Society,ManualPriceEntry,,,3/31/2009,4/2/2009,-0.6097656,0.6151856,50,92.5,1,1,1.8333333333333333,0.1
1094729,SC08.L,societe generale acceptance nv call wts 17/3/06f10,ManualPriceEntry,,,3/3/2009,4/1/2009,0.835152,-0.835152,,10.65,1,1,2.291666666666667,-3.5
1094735,SC23.L,societe generale acceptance nv call wts 15/12/06s9,ManualPriceEntry,,,3/2/2009,3/10/2009,0.52424866,-0.4933264,25,19.6,1,1,1.6666666666666667,-0.9
1094745,SC43.L,societe generale acceptance nv CALL WTS 15/9/06BAR,ManualPriceEntry,,,1/12/2009,2/6/2009,-0.596520364,0.596520364,,34.5,1,1,1.8333333333333333,-4.3
1094751,SC63.L,societe generale acceptance nv CALL WTS 15/9/06PRU,ManualPriceEntry,,,3/30/2009,4/2/2009,-0.3719166,0.441570073,29.3,42.3,1,1,1.5,-0.3
1094752,SC64.L,societe generale acceptance nv CALL WTS 15/9/06PRU,ManualPriceEntry,,,1/12/2009,1/19/2009,0.8418925,-0.8418925,,15.9,1,1,2.3333333333333335,-1.2
1094752,SC64.L,societe generale acceptance nv CALL WTS 15/9/06PRU,ManualPriceEntry,,,1/19/2009,1/26/2009,-0.8418925,0.8434293,15.9,12.9,1,1,2.3333333333333335,-1.5
1094752,SC64.L,societe generale acceptance nv CALL WTS 15/9/06PRU,ManualPriceEntry,,,1/19/2009,1/27/2009,-0.8418925,0.7569587,15.9,27.5,1,1,2.2083333333333335,0
1094752,SC64.L,societe generale acceptance nv CALL WTS 15/9/06PRU,ManualPriceEntry,,,1/23/2009,2/10/2009,-0.477855563,0.476924121,5.55,37.7,1,1,1.625,-2.5
1094752,SC64.L,societe generale acceptance nv CALL WTS 15/9/06PRU,ManualPriceEntry,,,1/27/2009,3/5/2009,0.7569587,-0.761801541,27.5,9.85,1,1,2.125,-0.1
1094752,SC64.L,societe generale acceptance nv CALL WTS 15/9/06PRU,ManualPriceEntry,,,1/23/2009,3/31/2009,-0.477855563,0.423164725,5.55,51.3,1,1,1.5833333333333333,-0.4
1094752,SC64.L,societe generale acceptance nv CALL WTS 15/9/06PRU,ManualPriceEntry,,,1/23/2009,4/27/2009,-0.477855563,0.5700684,5.55,113,1,1,1.7083333333333333,-3.6
1094858,SLE.L,San Leon Energy Plc,YahooAndEODData,B272C,1,9/30/2008,2/6/2009,-0.4054651,0.428168416,20,13.81,1,1,1.5,-2.5
1094866,SLSC.L,Standard Life UK Smaller Companies Trust,YahooAndEODData,,,7/2/2013,7/5/2013,-4.600888,4.61812925,117,116.5,1,1,100,-0.6
1094866,SLSC.L,Standard Life UK Smaller Companies Trust,YahooAndEODData,,,7/9/2013,7/19/2013,4.59974957,-4.594402,117.75,122.31,1,1,100,-4.2
1094866,SLSC.L,Standard Life UK Smaller Companies Trust,YahooAndEODData,,,7/19/2013,7/22/2013,-4.594402,4.610796,122.31,123,1,1,100,0.4
